C02818V03389,Agricultural Product,TLIST(M1),Month,STATISTIC,Statistic Label,UNIT,VALUE
1212,Pigs,200311,2003M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,97.308
1212,Pigs,200312,2003M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.372
1212,Pigs,200312,2003M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,96.808
1212,Pigs,200401,2004M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,93.485
1212,Pigs,200401,2004M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,96.591
1212,Pigs,200402,2004M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.584
1212,Pigs,200402,2004M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.041
1212,Pigs,200403,2004M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.541
1212,Pigs,200403,2004M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.383
1212,Pigs,200404,2004M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.718
1212,Pigs,200404,2004M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.715
1212,Pigs,200405,2004M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.741
1212,Pigs,200405,2004M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.802
1212,Pigs,200406,2004M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.673
1212,Pigs,200406,2004M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.192
1212,Pigs,200407,2004M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,105.227
1212,Pigs,200407,2004M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.683
1212,Pigs,200408,2004M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.701
1212,Pigs,200408,2004M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.453
1212,Pigs,200409,2004M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.1
1212,Pigs,200409,2004M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.984
1212,Pigs,200410,2004M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.958
1212,Pigs,200410,2004M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.001
1212,Pigs,200411,2004M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.209
1212,Pigs,200411,2004M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.495
1212,Pigs,200412,2004M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,102.71
1212,Pigs,200412,2004M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.988
1212,Pigs,200501,2005M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.723
1212,Pigs,200501,2005M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.434
1212,Pigs,200502,2005M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.297
1212,Pigs,200502,2005M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.134
1212,Pigs,200503,2005M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.644
1212,Pigs,200503,2005M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.097
1212,Pigs,200504,2005M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.5
1212,Pigs,200504,2005M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.557
1212,Pigs,200505,2005M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,95.132
1212,Pigs,200505,2005M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,97.359
1212,Pigs,200506,2005M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.652
1212,Pigs,200506,2005M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,98.789
1212,Pigs,200507,2005M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.263
1212,Pigs,200507,2005M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.99
1212,Pigs,200508,2005M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.562
1212,Pigs,200508,2005M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,98.745
1212,Pigs,200509,2005M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,102.69
1212,Pigs,200509,2005M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,98.119
1212,Pigs,200510,2005M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.028
1212,Pigs,200510,2005M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,98.544
1212,Pigs,200511,2005M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.264
1212,Pigs,200511,2005M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.819
1212,Pigs,200512,2005M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.384
1212,Pigs,200512,2005M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.735
1212,Pigs,200601,2006M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.986
1212,Pigs,200601,2006M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.899
1212,Pigs,200602,2006M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.964
1212,Pigs,200602,2006M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.242
1212,Pigs,200603,2006M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.036
1212,Pigs,200603,2006M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.746
1212,Pigs,200604,2006M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.538
1212,Pigs,200604,2006M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,106.841
1212,Pigs,200605,2006M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.467
1212,Pigs,200605,2006M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,106.757
1212,Pigs,200606,2006M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.58
1212,Pigs,200606,2006M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.223
1212,Pigs,200607,2006M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,111.479
1212,Pigs,200607,2006M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,107.831
1212,Pigs,200608,2006M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.416
1212,Pigs,200608,2006M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.995
1212,Pigs,200609,2006M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,114.245
1212,Pigs,200609,2006M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.661
1212,Pigs,200610,2006M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,114.188
1212,Pigs,200610,2006M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,109.194
1212,Pigs,200611,2006M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,109.823
1212,Pigs,200611,2006M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.575
1212,Pigs,200612,2006M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,106.98
1212,Pigs,200612,2006M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,107.908
1212,Pigs,200701,2007M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.011
1212,Pigs,200701,2007M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,107.716
1212,Pigs,200702,2007M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.183
1212,Pigs,200702,2007M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,106.08
1212,Pigs,200703,2007M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.152
1212,Pigs,200703,2007M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,105.261
1212,Pigs,200704,2007M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.48
1212,Pigs,200704,2007M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.606
1212,Pigs,200705,2007M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.566
1212,Pigs,200705,2007M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.084
1212,Pigs,200706,2007M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.921
1212,Pigs,200706,2007M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,96.672
1212,Pigs,200707,2007M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.283
1212,Pigs,200707,2007M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,93.574
1212,Pigs,200708,2007M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.424
1212,Pigs,200708,2007M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,95.895
1212,Pigs,200709,2007M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.739
1212,Pigs,200709,2007M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,98.372
1212,Pigs,200710,2007M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.338
1212,Pigs,200710,2007M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.137
1212,Pigs,200711,2007M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,102.766
1212,Pigs,200711,2007M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.388
1212,Pigs,200712,2007M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.334
1212,Pigs,200712,2007M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.078
1212,Pigs,200801,2008M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.368
1212,Pigs,200801,2008M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.811
1212,Pigs,200802,2008M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.689
1212,Pigs,200802,2008M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.811
1212,Pigs,200803,2008M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.201
1212,Pigs,200803,2008M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.763
1212,Pigs,200804,2008M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,105.093
1212,Pigs,200804,2008M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.086
1212,Pigs,200805,2008M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,107.883
1212,Pigs,200805,2008M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.548
1212,Pigs,200806,2008M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,113.534
1212,Pigs,200806,2008M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,110.493
1212,Pigs,200807,2008M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,117.063
1212,Pigs,200807,2008M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,111.872
1212,Pigs,200808,2008M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.129
1212,Pigs,200808,2008M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,117.818
1212,Pigs,200809,2008M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,120.804
1212,Pigs,200809,2008M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.72
1212,Pigs,200810,2008M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,116.219
1212,Pigs,200810,2008M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,112.535
1212,Pigs,200811,2008M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.629
1212,Pigs,200811,2008M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,109.675
1212,Pigs,200812,2008M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.346
1212,Pigs,200812,2008M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,107.275
1212,Pigs,200901,2009M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.693
1212,Pigs,200901,2009M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.986
1212,Pigs,200902,2009M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.107
1212,Pigs,200902,2009M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.868
1212,Pigs,200903,2009M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.813
1212,Pigs,200903,2009M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.075
1212,Pigs,200904,2009M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.28
1212,Pigs,200904,2009M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.584
1212,Pigs,200905,2009M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,107.557
1212,Pigs,200905,2009M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,106.916
1212,Pigs,200906,2009M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.617
1212,Pigs,200906,2009M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.558
1212,Pigs,200907,2009M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.994
1212,Pigs,200907,2009M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.939
1212,Pigs,200908,2009M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.365
1212,Pigs,200908,2009M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,96.705
1212,Pigs,200909,2009M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,97.43
1212,Pigs,200909,2009M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,93.409
1212,Pigs,200910,2009M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,94.569
1212,Pigs,200910,2009M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,92.84
1212,Pigs,200911,2009M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.425
1212,Pigs,200911,2009M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,92.264
1212,Pigs,200912,2009M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.3
1212,Pigs,200912,2009M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,93.281
1212,Pigs,201001,2010M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.034
1212,Pigs,201001,2010M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,93.429
1212,Pigs,201002,2010M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.52
1212,Pigs,201002,2010M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,95.406
1212,Pigs,201003,2010M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,92.687
1212,Pigs,201003,2010M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,95.958
1212,Pigs,201004,2010M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,94.797
1212,Pigs,201004,2010M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,96.207
1212,Pigs,201005,2010M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.403
1212,Pigs,201005,2010M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,98.078
1212,Pigs,201006,2010M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,105.05
1212,Pigs,201006,2010M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,100.851
1212,Pigs,201007,2010M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.127
1212,Pigs,201007,2010M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,103.445
1212,Pigs,201008,2010M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,107.401
1212,Pigs,201008,2010M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.905
1212,Pigs,201009,2010M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,105.452
1212,Pigs,201009,2010M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.068
1212,Pigs,201010,2010M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.721
1212,Pigs,201010,2010M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.914
1212,Pigs,201011,2010M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.19
1212,Pigs,201011,2010M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,101.537
1212,Pigs,201012,2010M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.295
1212,Pigs,201012,2010M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.495
1212,Pigs,201101,2011M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.31
1212,Pigs,201101,2011M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,104.209
1212,Pigs,201102,2011M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.902
1212,Pigs,201102,2011M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,105.48
1212,Pigs,201103,2011M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.622
1212,Pigs,201103,2011M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,107.274
1212,Pigs,201104,2011M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,107.28
1212,Pigs,201104,2011M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.134
1212,Pigs,201105,2011M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.583
1212,Pigs,201105,2011M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.808
1212,Pigs,201106,2011M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.247
1212,Pigs,201106,2011M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.544
1212,Pigs,201107,2011M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.532
1212,Pigs,201107,2011M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,108.63
1212,Pigs,201108,2011M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.709
1212,Pigs,201108,2011M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,109.146
1212,Pigs,201109,2011M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.845
1212,Pigs,201109,2011M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,110.064
1212,Pigs,201110,2011M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.561
1212,Pigs,201110,2011M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,110.168
1212,Pigs,201111,2011M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.749
1212,Pigs,201111,2011M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,112.715
1212,Pigs,201112,2011M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.799
1212,Pigs,201112,2011M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,113.741
1212,Pigs,201201,2012M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.728
1212,Pigs,201201,2012M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.708
1212,Pigs,201202,2012M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.831
1212,Pigs,201202,2012M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.154
1212,Pigs,201203,2012M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.473
1212,Pigs,201203,2012M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,114.71
1212,Pigs,201204,2012M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,115.313
1212,Pigs,201204,2012M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,115.754
1212,Pigs,201205,2012M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,117.517
1212,Pigs,201205,2012M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,115.877
1212,Pigs,201206,2012M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,118.726
1212,Pigs,201206,2012M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,115.89
1212,Pigs,201207,2012M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,118.95
1212,Pigs,201207,2012M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,115.77
1212,Pigs,201208,2012M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.969
1212,Pigs,201208,2012M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,120.197
1212,Pigs,201209,2012M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,127.804
1212,Pigs,201209,2012M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,125.008
1212,Pigs,201210,2012M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,130.105
1212,Pigs,201210,2012M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,129.383
1212,Pigs,201211,2012M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,130.366
1212,Pigs,201211,2012M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,131.77
1212,Pigs,201212,2012M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,130.888
1212,Pigs,201212,2012M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201301,2013M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,129.236
1212,Pigs,201301,2013M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201302,2013M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,128.275
1212,Pigs,201302,2013M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201303,2013M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,128.389
1212,Pigs,201303,2013M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201304,2013M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.879
1212,Pigs,201304,2013M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201305,2013M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.965
1212,Pigs,201305,2013M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201306,2013M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.481
1212,Pigs,201306,2013M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201307,2013M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,122.861
1212,Pigs,201307,2013M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201308,2013M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.17
1212,Pigs,201308,2013M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201309,2013M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,127.315
1212,Pigs,201309,2013M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201310,2013M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.377
1212,Pigs,201310,2013M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1212,Pigs,201311,2013M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,130.919
1212,Pigs,201311,2013M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
1213,Sheep,200001,2000M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,86.831
1213,Sheep,200001,2000M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,84.515
1213,Sheep,200002,2000M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.328
1213,Sheep,200002,2000M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,99.198
1213,Sheep,200003,2000M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,110.085
1213,Sheep,200003,2000M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,102.634
