Year,Agricultural Product,VALUE
2010,Animal output,105.34
2010,Animal output,104.462
2010,Animal output,105.343
2010,Animal output,106.986
2010,Animal output,111.627
2010,Animal output,112.432
2010,Animal output,110.724
2010,Animal output,111.669
2010,Animal output,111.169
2010,Animal output,110.88
2010,Animal output,112.358
2010,Animal output,116.678
2011,Animal output,122.064
2011,Animal output,122.789
2011,Animal output,122.366
2011,Animal output,125.007
2011,Animal output,128.843
2011,Animal output,127.584
2011,Animal output,127.21
2011,Animal output,127.582
2011,Animal output,127.899
2011,Animal output,128.947
2011,Animal output,136.257
2011,Animal output,137.602
2003,Animals,93.164
2003,Animals,93.315
2003,Animals,92.748
2003,Animals,95.357
2003,Animals,95.55
2003,Animals,94.328
2003,Animals,91.843
2003,Animals,91.37
2003,Animals,89.822
2003,Animals,90.05
2003,Animals,91.124
2003,Animals,93.363
2004,Animals,96.17
2004,Animals,100.982
2004,Animals,102.915
2004,Animals,105.838
2004,Animals,106.346
2004,Animals,107.124
2004,Animals,102.64
2004,Animals,99.728
2004,Animals,97.391
2004,Animals,93.461
2004,Animals,94.343
2004,Animals,92.846
2005,Animals,102.263
2005,Animals,104.287
2005,Animals,105.813
2005,Animals,106.423
2005,Animals,105.663
2005,Animals,104.86
2005,Animals,98.74
2005,Animals,93.85
2005,Animals,93.524
2005,Animals,93.109
2005,Animals,97.117
2005,Animals,100.841
2006,Animals,103.906
2006,Animals,104.627
2006,Animals,107.274
2006,Animals,110.446
2006,Animals,111.463
2006,Animals,110.22
2006,Animals,105.195
2006,Animals,103.661
2006,Animals,105.922
2006,Animals,106.77
2006,Animals,105.614
2006,Animals,104.264
2007,Animals,106.467
2007,Animals,107.152
2007,Animals,107.053
2007,Animals,107.638
2007,Animals,104.448
2007,Animals,105.278
2007,Animals,102.595
2007,Animals,103.407
2007,Animals,105.142
2007,Animals,102.769
2007,Animals,102.91
2007,Animals,103.671
2008,Animals,111.006
2008,Animals,117.032
2008,Animals,118.795
2008,Animals,121.025
2008,Animals,122.494
2008,Animals,126.646
2008,Animals,121.963
2008,Animals,121.853
2008,Animals,120.494
2008,Animals,116.78
2008,Animals,112.733
2008,Animals,111.951
2009,Animals,111.085
2009,Animals,112.743
2009,Animals,111.702
2009,Animals,113.297
2009,Animals,114.227
2009,Animals,116.177
2009,Animals,108.822
2009,Animals,105.79
2009,Animals,104.396
2009,Animals,101.991
2009,Animals,100.912
2009,Animals,102.703
2010,Animals,107.451
2010,Animals,108.068
2010,Animals,109.632
2010,Animals,111.742
2010,Animals,114.292
2010,Animals,115.522
2010,Animals,112.822
2010,Animals,114.057
2010,Animals,111.203
2010,Animals,109.492
2010,Animals,110.161
2010,Animals,117.667
2011,Animals,122.379
2011,Animals,121.947
2011,Animals,124.42
2011,Animals,129.48
2011,Animals,135.509
2011,Animals,130.662
2011,Animals,130.336
2011,Animals,130.974
2011,Animals,129.971
2011,Animals,130.336
2011,Animals,138.602
2011,Animals,141.785
2003,Cattle,89.285
2003,Cattle,87.194
2003,Cattle,89.452
2003,Cattle,86.325
2003,Cattle,87.921
2003,Cattle,85.523
2003,Cattle,88.817
2003,Cattle,85.312
2003,Cattle,88.355
2003,Cattle,84.971
2003,Cattle,90.793
2003,Cattle,86.687
2003,Cattle,90.062
2003,Cattle,89.737
2003,Cattle,89.407
2003,Cattle,91.27
2003,Cattle,86.77
2003,Cattle,90.325
2003,Cattle,86.813
2003,Cattle,92.483
2003,Cattle,88.066
2003,Cattle,93.533
2003,Cattle,91.22
2003,Cattle,95.34
2004,Cattle,94.692
2004,Cattle,92.61
2004,Cattle,98.878
2004,Cattle,95.427
2004,Cattle,99.312
2004,Cattle,96.202
2004,Cattle,102.77
2004,Cattle,98.278
2004,Cattle,104.973
2004,Cattle,100.756
2004,Cattle,107.77
2004,Cattle,102.964
2004,Cattle,101.833
2004,Cattle,101.966
2004,Cattle,98.492
2004,Cattle,100.627
2004,Cattle,95.264
2004,Cattle,99.464
2004,Cattle,90.17
2004,Cattle,96.252
2004,Cattle,90.688
2004,Cattle,96.005
2004,Cattle,88.861
2004,Cattle,92.726
2005,Cattle,102.909
2005,Cattle,101.141
2005,Cattle,106.309
2005,Cattle,103.439
2005,Cattle,107.499
2005,Cattle,104.206
2005,Cattle,108.299
2005,Cattle,103.991
2005,Cattle,107.934
2005,Cattle,104.191
2005,Cattle,105.904
2005,Cattle,102.123
2005,Cattle,97.197
2005,Cattle,98.768
2005,Cattle,91.659
2005,Cattle,94.61
2005,Cattle,91.232
2005,Cattle,93.719
2005,Cattle,90.72
2005,Cattle,94.715
2005,Cattle,96.573
2005,Cattle,100.72
2005,Cattle,102.064
2005,Cattle,105.547
2006,Cattle,106.859
2006,Cattle,105.026
2006,Cattle,107.726
2006,Cattle,104.838
2006,Cattle,110.258
2006,Cattle,107.039
2006,Cattle,112.507
2006,Cattle,108.217
2006,Cattle,113.507
2006,Cattle,109.736
2006,Cattle,111.22
2006,Cattle,107.095
2006,Cattle,105.398
2006,Cattle,106.914
2006,Cattle,103.382
2006,Cattle,106.575
2006,Cattle,106.164
2006,Cattle,108.975
2006,Cattle,107.076
2006,Cattle,111.682
2006,Cattle,106.364
2006,Cattle,110.971
2006,Cattle,105.018
2006,Cattle,108.501
2007,Cattle,109.07
2007,Cattle,107.148
2007,Cattle,109.045
2007,Cattle,106.276
2007,Cattle,108.5
2007,Cattle,105.653
2007,Cattle,109.561
2007,Cattle,105.717
2007,Cattle,106.453
2007,Cattle,103.134
2007,Cattle,107.064
2007,Cattle,102.932
2007,Cattle,103.561
2007,Cattle,104.654
2007,Cattle,103.822
2007,Cattle,106.715
2007,Cattle,104.296
2007,Cattle,106.921
2007,Cattle,101.905
2007,Cattle,106.196
2007,Cattle,103.2
2007,Cattle,107.794
2007,Cattle,104.823
2007,Cattle,108.097
2008,Cattle,115.987
2008,Cattle,113.862
2008,Cattle,121.858
2008,Cattle,119.073
2008,Cattle,123.745
2008,Cattle,121.047
2008,Cattle,125.714
2008,Cattle,121.716
2008,Cattle,125.974
2008,Cattle,122.288
2008,Cattle,131.21
2008,Cattle,125.933
2008,Cattle,125.615
2008,Cattle,126.329
2008,Cattle,124.39
2008,Cattle,127.274
2008,Cattle,123.355
2008,Cattle,126.404
2008,Cattle,119.608
2008,Cattle,124.823
2008,Cattle,115.445
2008,Cattle,120.711
2008,Cattle,115.309
2008,Cattle,118.492
2009,Cattle,113.988
2009,Cattle,111.752
2009,Cattle,115.949
2009,Cattle,113.708
2009,Cattle,113.315
2009,Cattle,111.304
2009,Cattle,113.7
2009,Cattle,110.52
2009,Cattle,113.184
2009,Cattle,109.989
2009,Cattle,117.048
2009,Cattle,112.147
2009,Cattle,109.603
2009,Cattle,109.621
2009,Cattle,106.186
2009,Cattle,108.271
2009,Cattle,105.467
2009,Cattle,108.205
2009,Cattle,103.022
2009,Cattle,107.762
2009,Cattle,101.47
2009,Cattle,106.151
2009,Cattle,102.81
2009,Cattle,105.211
2010,Cattle,108.024
2010,Cattle,105.745
2010,Cattle,108.112
2010,Cattle,106.389
2010,Cattle,108.959
2010,Cattle,107.397
2010,Cattle,110.479
2010,Cattle,107.687
2010,Cattle,113.267
2010,Cattle,109.983
2010,Cattle,115.474
2010,Cattle,110.509
2010,Cattle,112.446
2010,Cattle,111.989
2010,Cattle,114.108
2010,Cattle,116.131
2010,Cattle,111.153
2010,Cattle,114.342
2010,Cattle,109.702
2010,Cattle,115.149
2010,Cattle,109.512
2010,Cattle,114.495
2010,Cattle,117.931
2010,Cattle,120.224
2011,Cattle,125.295
2011,Cattle,122.402
2011,Cattle,124.162
2011,Cattle,122.57
2011,Cattle,124.878
2011,Cattle,123.29
2011,Cattle,129.153
2011,Cattle,126.124
2011,Cattle,137.15
2011,Cattle,132.879
2011,Cattle,133.186
2011,Cattle,127.465
2011,Cattle,134.442
2011,Cattle,133.493
2011,Cattle,135.29
2011,Cattle,137.699
2011,Cattle,134.577
2011,Cattle,138.858
2011,Cattle,134.994
2011,Cattle,142.103
2011,Cattle,144.308
2011,Cattle,150.7
2011,Cattle,148.177
2011,Cattle,150.658
2003,Cattle excluding calves,88.839
2003,Cattle excluding calves,89.276
2003,Cattle excluding calves,87.787
2003,Cattle excluding calves,88.509
2003,Cattle excluding calves,88.023
2003,Cattle excluding calves,90.537
2003,Cattle excluding calves,89.83
2003,Cattle excluding calves,89.146
2003,Cattle excluding calves,86.424
2003,Cattle excluding calves,86.527
2003,Cattle excluding calves,87.789
2003,Cattle excluding calves,90.839
2004,Cattle excluding calves,94.389
2004,Cattle excluding calves,98.778
2004,Cattle excluding calves,99.239
2004,Cattle excluding calves,102.446
2004,Cattle excluding calves,104.683
2004,Cattle excluding calves,107.501
2004,Cattle excluding calves,101.667
2004,Cattle excluding calves,98.281
2004,Cattle excluding calves,95.035
2004,Cattle excluding calves,90.101
2004,Cattle excluding calves,90.53
2004,Cattle excluding calves,88.652
2005,Cattle excluding calves,102.865
2005,Cattle excluding calves,106.328
2005,Cattle excluding calves,107.586
2005,Cattle excluding calves,108.339
2005,Cattle excluding calves,108.013
2005,Cattle excluding calves,106.061
2005,Cattle excluding calves,97.268
2005,Cattle excluding calves,91.56
2005,Cattle excluding calves,91.141
2005,Cattle excluding calves,90.659
2005,Cattle excluding calves,96.68
2005,Cattle excluding calves,102.222
2006,Cattle excluding calves,106.961
2006,Cattle excluding calves,107.942
2006,Cattle excluding calves,110.542
2006,Cattle excluding calves,112.709
2006,Cattle excluding calves,113.694
2006,Cattle excluding calves,111.458
2006,Cattle excluding calves,105.569
2006,Cattle excluding calves,103.554
2006,Cattle excluding calves,106.332
2006,Cattle excluding calves,107.232
2006,Cattle excluding calves,106.556
2006,Cattle excluding calves,105.25
2007,Cattle excluding calves,109.164
2007,Cattle excluding calves,109.358
2007,Cattle excluding calves,108.859
2007,Cattle excluding calves,109.853
2007,Cattle excluding calves,106.859
2007,Cattle excluding calves,107.352
2007,Cattle excluding calves,103.818
2007,Cattle excluding calves,104.059
2007,Cattle excluding calves,104.533
2007,Cattle excluding calves,102.267
2007,Cattle excluding calves,103.511
2007,Cattle excluding calves,105.059
2008,Cattle excluding calves,116.123
2008,Cattle excluding calves,122.281
2008,Cattle excluding calves,124.234
2008,Cattle excluding calves,126.142
2008,Cattle excluding calves,126.443
2008,Cattle excluding calves,131.683
2008,Cattle excluding calves,126.025
2008,Cattle excluding calves,124.728
2008,Cattle excluding calves,123.614
2008,Cattle excluding calves,119.912
2008,Cattle excluding calves,115.657
2008,Cattle excluding calves,115.643
2009,Cattle excluding calves,114.377
2009,Cattle excluding calves,116.446
2009,Cattle excluding calves,113.721
2009,Cattle excluding calves,114.031
2009,Cattle excluding calves,113.594
2009,Cattle excluding calves,117.502
2009,Cattle excluding calves,109.971
2009,Cattle excluding calves,106.555
2009,Cattle excluding calves,105.751
2009,Cattle excluding calves,103.22
2009,Cattle excluding calves,101.698
2009,Cattle excluding calves,103.053
2010,Cattle excluding calves,108.318
2010,Cattle excluding calves,108.575
2010,Cattle excluding calves,109.454
2010,Cattle excluding calves,110.9
2010,Cattle excluding calves,113.716
2010,Cattle excluding calves,115.884
2010,Cattle excluding calves,112.779
2010,Cattle excluding calves,114.323
2010,Cattle excluding calves,111.278
2010,Cattle excluding calves,109.808
2010,Cattle excluding calves,109.65
2010,Cattle excluding calves,118.07
2011,Cattle excluding calves,125.509
2011,Cattle excluding calves,124.634
2011,Cattle excluding calves,125.299
2011,Cattle excluding calves,129.392
2011,Cattle excluding calves,137.375
2011,Cattle excluding calves,133.406
2011,Cattle excluding calves,134.469
2011,Cattle excluding calves,135.036
2011,Cattle excluding calves,134.048
2011,Cattle excluding calves,134.755
2011,Cattle excluding calves,144.07
2011,Cattle excluding calves,148.171
2003,Calves,124.227
2003,Calves,103.329
2003,Calves,98.478
2003,Calves,112.953
2003,Calves,114.418
2003,Calves,110.926
2003,Calves,108.296
2003,Calves,109.907
2003,Calves,113.982
2003,Calves,109.257
2003,Calves,109.8
2003,Calves,121.171
2004,Calves,118.435
2004,Calves,106.783
2004,Calves,105.066
2004,Calves,128.186
2004,Calves,127.74
2004,Calves,128.875
2004,Calves,114.865
2004,Calves,115.107
2004,Calves,113.254
2004,Calves,95.664
2004,Calves,103.115
2004,Calves,105.298
2005,Calves,107.04
2005,Calves,104.5
2005,Calves,99.3
2005,Calves,104.55
2005,Calves,100.55
2005,Calves,91.19
2005,Calves,90.56
2005,Calves,100.94
2005,Calves,99.78
2005,Calves,96.5
2005,Calves,86.49
2005,Calves,87.24
2006,Calves,97.27
2006,Calves,87.35
2006,Calves,83.55
2006,Calves,93.54
2006,Calves,95.95
2006,Calves,88.75
2006,Calves,89.31
2006,Calves,87.18
2006,Calves,90.34
2006,Calves,92.39
2006,Calves,88.21
2006,Calves,83.11
2007,Calves,100.19
2007,Calves,79.63
2007,Calves,74.72
2007,Calves,82.02
2007,Calves,68.18
2007,Calves,79.89
2007,Calves,79.42
2007,Calves,81.45
2007,Calves,81.96
2007,Calves,67.82
2007,Calves,73.9
2007,Calves,82.58
2008,Calves,103.14
2008,Calves,82.02
2008,Calves,77.74
2008,Calves,85.37
2008,Calves,81.81
2008,Calves,86.67
2008,Calves,86.96
2008,Calves,92.62
2008,Calves,98.98
2008,Calves,90.97
2008,Calves,95.52
2008,Calves,83.88
2009,Calves,77.38
2009,Calves,69.11
2009,Calves,75.01
2009,Calves,82.54
2009,Calves,74.61
2009,Calves,74.26
2009,Calves,74.88
2009,Calves,71.47
2009,Calves,78.72
2009,Calves,84.37
2009,Calves,80.0
2009,Calves,79.89
2010,Calves,80.33
2010,Calves,64.51
2010,Calves,62.33
2010,Calves,70.89
2010,Calves,71.02
2010,Calves,76.91
2010,Calves,81.06
2010,Calves,93.91
2010,Calves,99.43
2010,Calves,99.74
2010,Calves,96.46
2010,Calves,104.8
2011,Calves,105.08
2011,Calves,79.75
2011,Calves,85.2
2011,Calves,106.72
2011,Calves,115.97
2011,Calves,112.54
2011,Calves,131.87
2011,Calves,159.22
2011,Calves,184.42
2011,Calves,157.5
2011,Calves,166.66
2011,Calves,148.69
2003,Pigs,94.754
2003,Pigs,97.815
2003,Pigs,95.097
2003,Pigs,96.149
2003,Pigs,95.04
2003,Pigs,94.457
2003,Pigs,95.319
2003,Pigs,94.325
2003,Pigs,93.036
2003,Pigs,92.714
2003,Pigs,91.087
2003,Pigs,90.409
2003,Pigs,89.854
2003,Pigs,87.56
2003,Pigs,89.085
2003,Pigs,89.895
2003,Pigs,92.757
2003,Pigs,93.148
2003,Pigs,96.335
2003,Pigs,95.739
2003,Pigs,98.24
2003,Pigs,97.308
2003,Pigs,97.372
2003,Pigs,96.808
2004,Pigs,93.485
2004,Pigs,96.591
2004,Pigs,97.584
2004,Pigs,99.041
2004,Pigs,103.541
2004,Pigs,103.383
2004,Pigs,101.718
2004,Pigs,101.715
2004,Pigs,99.741
2004,Pigs,100.802
2004,Pigs,100.673
2004,Pigs,101.192
2004,Pigs,105.227
2004,Pigs,102.683
2004,Pigs,104.701
2004,Pigs,104.453
2004,Pigs,104.1
2004,Pigs,102.984
2004,Pigs,103.958
2004,Pigs,102.001
2004,Pigs,104.209
2004,Pigs,102.495
2004,Pigs,102.71
2004,Pigs,101.988
2005,Pigs,96.723
2005,Pigs,100.434
2005,Pigs,98.297
2005,Pigs,102.134
2005,Pigs,100.644
2005,Pigs,104.097
2005,Pigs,97.5
2005,Pigs,100.557
2005,Pigs,95.132
2005,Pigs,97.359
2005,Pigs,98.652
2005,Pigs,98.789
2005,Pigs,103.263
2005,Pigs,99.99
2005,Pigs,101.562
2005,Pigs,98.745
2005,Pigs,102.69
2005,Pigs,98.119
2005,Pigs,103.028
2005,Pigs,98.544
2005,Pigs,101.264
2005,Pigs,99.819
2005,Pigs,101.384
2005,Pigs,101.735
2006,Pigs,98.986
2006,Pigs,102.899
2006,Pigs,98.964
2006,Pigs,103.242
2006,Pigs,101.036
2006,Pigs,104.746
2006,Pigs,103.538
2006,Pigs,106.841
2006,Pigs,104.467
2006,Pigs,106.757
2006,Pigs,108.58
2006,Pigs,108.223
2006,Pigs,111.479
2006,Pigs,107.831
2006,Pigs,112.416
2006,Pigs,108.995
2006,Pigs,114.245
2006,Pigs,108.661
2006,Pigs,114.188
2006,Pigs,109.194
2006,Pigs,109.823
2006,Pigs,108.575
2006,Pigs,106.98
2006,Pigs,107.908
2007,Pigs,103.011
2007,Pigs,107.716
2007,Pigs,101.183
2007,Pigs,106.08
2007,Pigs,101.152
2007,Pigs,105.261
2007,Pigs,97.48
2007,Pigs,100.606
2007,Pigs,97.566
2007,Pigs,99.084
2007,Pigs,97.921
2007,Pigs,96.672
2007,Pigs,97.283
2007,Pigs,93.574
2007,Pigs,99.424
2007,Pigs,95.895
2007,Pigs,103.739
2007,Pigs,98.372
2007,Pigs,104.338
2007,Pigs,100.137
2007,Pigs,102.766
2007,Pigs,102.388
2007,Pigs,101.334
2007,Pigs,103.078
2008,Pigs,98.368
2008,Pigs,103.811
2008,Pigs,98.689
2008,Pigs,103.811
2008,Pigs,100.201
2008,Pigs,104.763
2008,Pigs,105.093
2008,Pigs,108.086
2008,Pigs,107.883
2008,Pigs,108.548
2008,Pigs,113.534
2008,Pigs,110.493
2008,Pigs,117.063
2008,Pigs,111.872
2008,Pigs,123.129
2008,Pigs,117.818
2008,Pigs,120.804
2008,Pigs,114.72
2008,Pigs,116.219
2008,Pigs,112.535
2008,Pigs,108.629
2008,Pigs,109.675
2008,Pigs,104.346
2008,Pigs,107.275
2009,Pigs,98.693
2009,Pigs,104.986
2009,Pigs,97.107
2009,Pigs,101.868
2009,Pigs,98.813
2009,Pigs,103.075
2009,Pigs,100.28
2009,Pigs,102.584
2009,Pigs,107.557
2009,Pigs,106.916
2009,Pigs,108.617
2009,Pigs,104.558
2009,Pigs,104.994
2009,Pigs,99.939
2009,Pigs,101.365
2009,Pigs,96.705
2009,Pigs,97.43
2009,Pigs,93.409
2009,Pigs,94.569
2009,Pigs,92.84
2009,Pigs,90.425
2009,Pigs,92.264
2009,Pigs,90.3
2009,Pigs,93.281
2010,Pigs,88.034
2010,Pigs,93.429
2010,Pigs,91.52
2010,Pigs,95.406
2010,Pigs,92.687
2010,Pigs,95.958
2010,Pigs,94.797
2010,Pigs,96.207
2010,Pigs,99.403
2010,Pigs,98.078
2010,Pigs,105.05
2010,Pigs,100.851
2010,Pigs,108.127
2010,Pigs,103.445
2010,Pigs,107.401
2010,Pigs,102.905
2010,Pigs,105.452
2010,Pigs,102.068
2010,Pigs,100.721
2010,Pigs,99.914
2010,Pigs,99.19
2010,Pigs,101.537
2010,Pigs,99.295
2010,Pigs,102.495
2011,Pigs,99.31
2011,Pigs,104.209
2011,Pigs,101.902
2011,Pigs,105.48
2011,Pigs,104.622
2011,Pigs,107.274
2011,Pigs,107.28
2011,Pigs,108.134
2011,Pigs,110.583
2011,Pigs,108.808
2011,Pigs,112.247
2011,Pigs,108.544
2011,Pigs,112.532
2011,Pigs,108.63
2011,Pigs,112.709
2011,Pigs,109.146
2011,Pigs,112.845
2011,Pigs,110.064
2011,Pigs,110.561
2011,Pigs,110.168
2011,Pigs,110.749
2011,Pigs,112.715
2011,Pigs,110.799
2011,Pigs,113.741
2003,Sheep,109.888
2003,Sheep,108.651
2003,Sheep,110.19
2003,Sheep,106.847
2003,Sheep,113.43
2003,Sheep,107.009
2003,Sheep,130.587
2003,Sheep,115.89
2003,Sheep,135.805
2003,Sheep,122.057
2003,Sheep,115.764
2003,Sheep,111.437
2003,Sheep,101.603
2003,Sheep,108.168
2003,Sheep,101.819
2003,Sheep,109.696
2003,Sheep,99.018
2003,Sheep,106.006
2003,Sheep,96.625
2003,Sheep,104.827
2003,Sheep,96.146
2003,Sheep,101.197
2003,Sheep,95.991
2003,Sheep,100.455
2004,Sheep,104.236
2004,Sheep,104.268
2004,Sheep,115.198
2004,Sheep,113.13
2004,Sheep,122.44
2004,Sheep,116.242
2004,Sheep,127.442
2004,Sheep,113.161
2004,Sheep,122.054
2004,Sheep,109.669
2004,Sheep,111.344
2004,Sheep,105.34
2004,Sheep,103.447
2004,Sheep,108.748
2004,Sheep,98.388
2004,Sheep,105.197
2004,Sheep,98.624
2004,Sheep,105.635
2004,Sheep,94.958
2004,Sheep,102.581
2004,Sheep,97.651
2004,Sheep,103.469
2004,Sheep,98.996
2004,Sheep,104.132
2005,Sheep,104.01
2005,Sheep,110.091
2005,Sheep,101.09
2005,Sheep,101.399
2005,Sheep,103.96
2005,Sheep,99.285
2005,Sheep,109.89
2005,Sheep,98.086
2005,Sheep,107.74
2005,Sheep,95.993
2005,Sheep,110.3
2005,Sheep,99.443
2005,Sheep,99.86
2005,Sheep,101.593
2005,Sheep,93.77
2005,Sheep,98.441
2005,Sheep,91.34
2005,Sheep,97.996
2005,Sheep,91.16
2005,Sheep,97.784
2005,Sheep,94.06
2005,Sheep,101.655
2005,Sheep,95.88
2005,Sheep,102.975
2006,Sheep,93.63
2006,Sheep,98.977
2006,Sheep,95.68
2006,Sheep,95.755
2006,Sheep,102.92
2006,Sheep,98.235
2006,Sheep,114.1
2006,Sheep,101.669
2006,Sheep,116.58
2006,Sheep,103.591
2006,Sheep,113.8
2006,Sheep,102.705
2006,Sheep,99.94
2006,Sheep,101.975
2006,Sheep,97.04
2006,Sheep,102.056
2006,Sheep,97.0
2006,Sheep,104.149
2006,Sheep,98.18
2006,Sheep,105.844
2006,Sheep,97.31
2006,Sheep,105.249
2006,Sheep,98.25
2006,Sheep,105.614
2007,Sheep,98.89
2007,Sheep,104.077
2007,Sheep,104.33
2007,Sheep,104.134
2007,Sheep,110.16
2007,Sheep,104.846
2007,Sheep,114.26
2007,Sheep,101.445
2007,Sheep,103.93
2007,Sheep,91.85
2007,Sheep,104.34
2007,Sheep,94.681
2007,Sheep,102.66
2007,Sheep,105.455
2007,Sheep,105.37
2007,Sheep,110.924
2007,Sheep,110.44
2007,Sheep,118.784
2007,Sheep,104.38
2007,Sheep,113.301
2007,Sheep,99.85
2007,Sheep,108.179
2007,Sheep,99.42
2007,Sheep,107.013
2008,Sheep,100.35
2008,Sheep,104.799
2008,Sheep,110.86
2008,Sheep,110.15
2008,Sheep,115.03
2008,Sheep,108.93
2008,Sheep,118.12
2008,Sheep,104.22
2008,Sheep,124.82
2008,Sheep,109.799
2008,Sheep,122.78
2008,Sheep,112.565
2008,Sheep,107.92
2008,Sheep,111.701
2008,Sheep,103.51
2008,Sheep,109.006
2008,Sheep,103.74
2008,Sheep,112.208
2008,Sheep,99.33
2008,Sheep,108.709
2008,Sheep,98.67
2008,Sheep,106.862
2008,Sheep,97.97
2008,Sheep,105.168
2009,Sheep,106.53
2009,Sheep,110.25
2009,Sheep,111.94
2009,Sheep,110.619
2009,Sheep,117.48
2009,Sheep,110.644
2009,Sheep,128.63
2009,Sheep,112.866
2009,Sheep,130.59
2009,Sheep,114.58
2009,Sheep,122.07
2009,Sheep,113.52
2009,Sheep,104.89
2009,Sheep,109.119
2009,Sheep,103.27
2009,Sheep,108.743
2009,Sheep,99.97
2009,Sheep,108.621
2009,Sheep,96.85
2009,Sheep,106.86
2009,Sheep,103.19
2009,Sheep,111.909
2009,Sheep,113.31
2009,Sheep,121.102
2010,Sheep,128.24
2010,Sheep,131.367
2010,Sheep,128.77
2010,Sheep,126.504
2010,Sheep,136.88
2010,Sheep,128.247
2010,Sheep,144.48
2010,Sheep,126.194
2010,Sheep,144.19
2010,Sheep,126.683
2010,Sheep,133.2
2010,Sheep,125.517
2010,Sheep,122.56
2010,Sheep,127.799
2010,Sheep,124.55
2010,Sheep,131.21
2010,Sheep,119.12
2010,Sheep,130.114
2010,Sheep,118.34
2010,Sheep,131.471
2010,Sheep,124.81
2010,Sheep,135.336
2010,Sheep,138.2
2010,Sheep,146.533
2011,Sheep,134.53
2011,Sheep,136.624
2011,Sheep,135.03
2011,Sheep,132.245
2011,Sheep,150.88
2011,Sheep,140.795
2011,Sheep,168.28
2011,Sheep,146.732
2011,Sheep,168.91
2011,Sheep,148.846
2011,Sheep,145.29
2011,Sheep,138.529
2011,Sheep,133.03
2011,Sheep,138.711
2011,Sheep,130.18
2011,Sheep,137.018
2011,Sheep,124.86
2011,Sheep,136.683
2011,Sheep,127.6
2011,Sheep,142.15
2011,Sheep,133.94
2011,Sheep,145.492
2011,Sheep,138.49
2011,Sheep,145.958
2003,Poultry,98.335
2003,Poultry,97.677
2003,Poultry,98.786
2003,Poultry,96.99
2003,Poultry,99.639
2003,Poultry,97.411
2003,Poultry,95.971
2003,Poultry,96.65
2003,Poultry,97.578
2003,Poultry,97.578
2003,Poultry,97.986
2003,Poultry,101.722
2004,Poultry,101.722
2004,Poultry,103.153
2004,Poultry,102.307
2004,Poultry,105.784
2004,Poultry,105.108
2004,Poultry,106.192
2004,Poultry,103.959
2004,Poultry,104.304
2004,Poultry,102.661
2004,Poultry,102.117
2004,Poultry,104.627
2004,Poultry,101.302
2005,Poultry,104.921
2005,Poultry,101.362
2005,Poultry,102.564
2005,Poultry,101.405
2005,Poultry,102.109
2005,Poultry,99.571
2005,Poultry,102.996
2005,Poultry,99.619
2005,Poultry,100.301
2005,Poultry,98.936
2005,Poultry,98.273
2005,Poultry,94.727
2006,Poultry,99.762
2006,Poultry,98.663
2006,Poultry,96.967
2006,Poultry,99.082
2006,Poultry,98.317
2006,Poultry,98.477
2006,Poultry,97.621
2006,Poultry,97.705
2006,Poultry,99.016
2006,Poultry,100.64
2006,Poultry,101.392
2006,Poultry,99.808
2007,Poultry,98.815
2007,Poultry,104.914
2007,Poultry,100.492
2007,Poultry,100.165
2007,Poultry,99.669
2007,Poultry,104.296
2007,Poultry,104.022
2007,Poultry,104.785
2007,Poultry,108.806
2007,Poultry,105.749
2007,Poultry,104.785
2007,Poultry,103.278
2008,Poultry,103.416
2008,Poultry,116.424
2008,Poultry,113.974
2008,Poultry,111.971
2008,Poultry,115.1
2008,Poultry,114.303
2008,Poultry,116.293
2008,Poultry,120.591
2008,Poultry,115.708
2008,Poultry,115.179
2008,Poultry,114.799
2008,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.287
2009,Poultry,114.287
2009,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.799
2009,Poultry,114.059
2009,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.247
2010,Poultry,112.939
2010,Poultry,118.357
2010,Poultry,123.723
2011,Poultry,124.074
2011,Poultry,122.907
2011,Poultry,122.907
2011,Poultry,122.869
2011,Poultry,122.869
2011,Poultry,122.869
2011,Poultry,122.869
2011,Poultry,127.461
2011,Poultry,127.461
2011,Poultry,129.406
2011,Poultry,147.012
2011,Poultry,147.942
2003,Animal products,108.948
2003,Animal products,105.646
2003,Animal products,104.031
2003,Animal products,100.311
2003,Animal products,100.127
2003,Animal products,100.114
2003,Animal products,99.833
2003,Animal products,100.328
2003,Animal products,102.918
2003,Animal products,102.994
2003,Animal products,104.096
2003,Animal products,104.94
2004,Animal products,107.37
2004,Animal products,104.702
2004,Animal products,103.938
2004,Animal products,99.22
2004,Animal products,100.725
2004,Animal products,100.327
2004,Animal products,99.9
2004,Animal products,99.823
2004,Animal products,102.987
2004,Animal products,102.799
2004,Animal products,104.321
2004,Animal products,105.14
2005,Animal products,112.574
2005,Animal products,106.177
2005,Animal products,102.876
2005,Animal products,98.124
2005,Animal products,97.325
2005,Animal products,97.06
2005,Animal products,96.508
2005,Animal products,96.499
2005,Animal products,100.017
2005,Animal products,101.862
